timestamp,ENG_DRIVER_REQ_TRQ_13C,ENG_SMART_ACCELE_PEDAL_POS_13C,VSA_ABS_FL_WHEEL_SPEED,ENG_ENG_SPEED,CVT_GEAR_POSITION_IND_CVT,ENG_IS_PROGRESS,VSA_LON_G,VSA_LAT_G,VSA_YAW_1,STR_ANGLE,VSA_VSA_TCS_ACT,VSA_ABS_EBD_ACT,eco_score,safety_score
0.0,40.0,25.0,40.0,1500.0,D,False,0.0,0.0,0.0,0.0,False,False,,
0.1,40.133332345681204,25.083332368830508,40.09999833334167,1501.9999666668334,D,False,0.0,0.0,0.0,0.3999733338666616,False,False,,
0.2,40.266658765502335,25.16665895072445,40.199986666933334,1503.9997333386666,D,False,0.0,0.0,0.0,0.7997866837326832,False,False,,100.0
0.30000000000000004,40.39997333386666,25.249973959147123,40.29995500202496,1505.9991000404991,D,False,0.0,0.0,0.0,1.1992801295888922,False,False,,
0.4,40.53327012570421,25.333271608367536,40.39989334186634,1507.997866837327,D,False,0.0,0.0,0.0,1.598293879383454,False,False,,100.0
0.5,40.66654321673507,25.41654611386019,40.499791692706786,1509.9958338541358,D,False,0.0,0.0,0.0,1.996668332936563,False,False,,
0.6,40.799786683732684,25.499791692706783,40.59964006479444,1511.992801295889,D,False,0.0,0.0,0.0,2.394244145778387,False,False,,
0.7,40.93299460478711,25.58300256399779,40.69942847337533,1513.9885694675065,D,False,0.0,0.0,0.0,2.7908622928847295,False,False,,100.0
0.7999999999999999,41.066161059568245,25.66617294923393,40.799146939691724,1515.9829387938346,D,False,0.0,0.0,0.0,3.186364132284919,False,False,,
0.8999999999999999,41.19928012958889,25.749297072727423,40.898785491980114,1517.9757098396021,D,False,0.0,0.0,0.0,3.5805914685164835,False,False,,
0.9999999999999999,41.33234589846786,25.832369162003104,40.99833416646828,1519.9666833293657,D,False,0.0,0.0,0.0,3.973386615901224,False,False,,100.0
1.0999999999999999,41.46535245219288,25.915383448199265,41.09778300837175,1521.9556601674349,D,False,0.0,0.0,0.0,4.364592461617386,False,False,96.21319845026767,
1.2,41.598293879383455,25.998334166468283,41.197122072889194,1523.9424414577838,D,False,0.0,0.0,0.0,4.754052528542692,False,False,,100.0
1.3,41.731164271553595,26.081215556376947,41.296341426196946,1525.9268285239389,D,False,0.0,0.0,0.0,5.141611037843102,False,False,,
